icd,description,version,,
296.35,"Major depressive affective disorder, recurrent episode, in partial or unspecified remission",9,,
296.36,"Major depressive affective disorder, recurrent episode, in full remission",9,,
296.40,"Bipolar I disorder, most recent episode (or current) manic, unspecified",9,,
296.41,"Bipolar I disorder, most recent episode (or current) manic, mild",9,,
296.42,"Bipolar I disorder, most recent episode (or current) manic, moderate",9,,
296.43,"Bipolar I disorder, most recent episode (or current) manic, severe, without mention of psychotic behavior",9,,
296.44,"Bipolar I disorder, most recent episode (or current) manic, severe, specified as with psychotic behavior",9,,
296.45,"Bipolar I disorder, most recent episode (or current) manic, in partial or unspecified remission",9,,
296.46,"Bipolar I disorder, most recent episode (or current) manic, in full remission",9,,
296.50,"Bipolar I disorder, most recent episode (or current) depressed, unspecified",9,,
296.51,"Bipolar I disorder, most recent episode (or current) depressed, mild",9,,
296.52,"Bipolar I disorder, most recent episode (or current) depressed, moderate",9,,
296.53,"Bipolar I disorder, most recent episode (or current) depressed, severe, without mention of psychotic behavior",9,,
296.54,"Bipolar I disorder, most recent episode (or current) depressed, severe, specified as with psychotic behavior",9,,
296.55,"Bipolar I disorder, most recent episode (or current) depressed, in partial or unspecified remission",9,,
296.56,"Bipolar I disorder, most recent episode (or current) depressed, in full remission",9,,
296.60,"Bipolar I disorder, most recent episode (or current) mixed, unspecified",9,,
296.61,"Bipolar I disorder, most recent episode (or current) mixed, mild",9,,
296.62,"Bipolar I disorder, most recent episode (or current) mixed, moderate",9,,
296.63,"Bipolar I disorder, most recent episode (or current) mixed, severe, without mention of psychotic behavior",9,,
296.64,"Bipolar I disorder, most recent episode (or current) mixed, severe, specified as with psychotic behavior",9,,
296.65,"Bipolar I disorder, most recent episode (or current) mixed, in partial or unspecified remission",9,,
296.66,"Bipolar I disorder, most recent episode (or current) mixed, in full remission",9,,
296.80,"Bipolar disorder, unspecified",9,,
296.81,Atypical manic disorder,9,,
296.82,Atypical depressive disorder,9,,
296.89,Other bipolar disorders,9,,
296.90,Unspecified episodic mood disorder,9,,
296.99,Other specified episodic mood disorder,9,,
299.00,"Autistic disorder, current or active state",9,,
299.01,"Autistic disorder, residual state",9,,
299.10,"Childhood disintegrative disorder, current or active state",9,,
299.11,"Childhood disintegrative disorder, residual state",9,,
299.80,"Other specified pervasive developmental disorders, current or active state",9,,
299.81,"Other specified pervasive developmental disorders, residual state",9,,
299.90,"Unspecified pervasive developmental disorder, current or active state",9,,
299.91,"Unspecified pervasive developmental disorder, residual state",9,,
300.00,"Anxiety state, unspecified",9,,
300.01,Panic disorder without agoraphobia,9,,
300.02,Generalized anxiety disorder,9,,
300.09,Other anxiety states,9,,
300.10,"Hysteria, unspecified",9,,
300.11,Conversion disorder,9,,
300.12,Dissociative amnesia,9,,
300.13,Dissociative fugue,9,,
300.14,Dissociative identity disorder,9,,
300.15,"Dissociative disorder or reaction, unspecified",9,,
300.16,Factitious disorder with predominantly psychological signs and symptoms,9,,
300.19,Other and unspecified factitious illness,9,,
300.20,"Phobia, unspecified",9,,
300.21,Agoraphobia with panic disorder,9,,
300.22,Agoraphobia without mention of panic attacks,9,,
300.23,Social phobia,9,,
300.29,Other isolated or specific phobias,9,,
300.81,Somatization disorder,9,,
300.82,Undifferentiated somatoform disorder,9,,
300.89,Other somatoform disorders,9,,
301.10,"Affective personality disorder, unspecified",9,,
301.11,Chronic hypomanic personality disorder,9,,
301.12,Chronic depressive personality disorder,9,,
301.13,Cyclothymic disorder,9,,
301.20,"Schizoid personality disorder, unspecified",9,,
301.21,Introverted personality,9,,
301.22,Schizotypal personality disorder,9,,
301.50,"Histrionic personality disorder, unspecified",9,,
301.51,Chronic factitious illness with physical symptoms,9,,
301.59,Other histrionic personality disorder,9,,
301.81,Narcissistic personality disorder,9,,
301.82,Avoidant personality disorder,9,,
301.83,Borderline personality disorder,9,,
301.84,Passive-aggressive personality,9,,
301.89,Other personality disorders,9,,
302.50,Trans-sexualism with unspecified sexual history,9,,
302.51,Trans-sexualism with asexual history,9,,
302.52,Trans-sexualism with homosexual history,9,,
302.53,Trans-sexualism with heterosexual history,9,,
302.70,"Psychosexual dysfunction, unspecified",9,,
302.71,Hypoactive sexual desire disorder,9,,
302.72,Psychosexual dysfunction with inhibited sexual excitement,9,,
302.73,Female orgasmic disorder,9,,
302.74,Male orgasmic disorder,9,,
302.75,Premature ejaculation,9,,
302.76,"Dyspareunia, psychogenic",9,,
302.79,Psychosexual dysfunction with other specified psychosexual dysfunctions,9,,
302.81,Fetishism,9,,
302.82,Voyeurism,9,,
302.83,Sexual masochism,9,,
302.84,Sexual sadism,9,,
302.85,Gender identity disorder in adolescents or adults,9,,
302.89,Other specified psychosexual disorders,9,,
303.00,"Acute alcoholic intoxication in alcoholism, unspecified",9,,
303.01,"Acute alcoholic intoxication in alcoholism, continuous",9,,
303.02,"Acute alcoholic intoxication in alcoholism, episodic",9,,
303.03,"Acute alcoholic intoxication in alcoholism, in remission",9,,
303.90,"Other and unspecified alcohol dependence, unspecified",9,,
303.91,"Other and unspecified alcohol dependence, continuous",9,,
303.92,"Other and unspecified alcohol dependence, episodic",9,,
303.93,"Other and unspecified alcohol dependence, in remission",9,,
304.00,"Opioid type dependence, unspecified",9,,
304.01,"Opioid type dependence, continuous",9,,
304.02,"Opioid type dependence, episodic",9,,
304.03,"Opioid type dependence, in remission",9,,
304.10,"Sedative, hypnotic or anxiolytic dependence, unspecified",9,,
304.11,"Sedative, hypnotic or anxiolytic dependence, continuous",9,,
304.12,"Sedative, hypnotic or anxiolytic dependence, episodic",9,,
304.13,"Sedative, hypnotic or anxiolytic dependence, in remission",9,,
304.20,"Cocaine dependence, unspecified",9,,
304.21,"Cocaine dependence, continuous",9,,
304.22,"Cocaine dependence, episodic",9,,
304.23,"Cocaine dependence, in remission",9,,
304.30,"Cannabis dependence, unspecified",9,,
304.31,"Cannabis dependence, continuous",9,,
304.32,"Cannabis dependence, episodic",9,,
304.33,"Cannabis dependence, in remission",9,,
304.40,"Amphetamine and other psychostimulant dependence, unspecified",9,,
304.41,"Amphetamine and other psychostimulant dependence, continuous",9,,
304.42,"Amphetamine and other psychostimulant dependence, episodic",9,,
304.43,"Amphetamine and other psychostimulant dependence, in remission",9,,
304.50,"Hallucinogen dependence, unspecified",9,,
304.51,"Hallucinogen dependence, continuous",9,,
304.52,"Hallucinogen dependence, episodic",9,,
304.53,"Hallucinogen dependence, in remission",9,,
304.60,"Other specified drug dependence, unspecified",9,,
304.61,"Other specified drug dependence, continuous",9,,
304.62,"Other specified drug dependence, episodic",9,,
304.63,"Other specified drug dependence, in remission",9,,
304.70,"Combinations of opioid type drug with any other drug dependence, unspecified",9,,
304.71,"Combinations of opioid type drug with any other drug dependence, continuous",9,,
304.72,"Combinations of opioid type drug with any other drug dependence, episodic",9,,
304.73,"Combinations of opioid type drug with any other drug dependence, in remission",9,,
304.80,"Combinations of drug dependence excluding opioid type drug, unspecified",9,,
304.81,"Combinations of drug dependence excluding opioid type drug, continuous",9,,
304.82,"Combinations of drug dependence excluding opioid type drug, episodic",9,,
304.83,"Combinations of drug dependence excluding opioid type drug, in remission",9,,
304.90,"Unspecified drug dependence, unspecified",9,,
304.91,"Unspecified drug dependence, continuous",9,,
304.92,"Unspecified drug dependence, episodic",9,,
304.93,"Unspecified drug dependence, in remission",9,,
305.00,"Alcohol abuse, unspecified",9,,
305.01,"Alcohol abuse, continuous",9,,
305.02,"Alcohol abuse, episodic",9,,
305.03,"Alcohol abuse, in remission",9,,
305.20,"Cannabis abuse, unspecified",9,,
305.21,"Cannabis abuse, continuous",9,,
305.22,"Cannabis abuse, episodic",9,,
305.23,"Cannabis abuse, in remission",9,,
305.30,"Hallucinogen abuse, unspecified",9,,
305.31,"Hallucinogen abuse, continuous",9,,
305.32,"Hallucinogen abuse, episodic",9,,
305.33,"Hallucinogen abuse, in remission",9,,
305.40,"Sedative, hypnotic or anxiolytic abuse, unspecified",9,,
305.41,"Sedative, hypnotic or anxiolytic abuse, continuous",9,,
305.42,"Sedative, hypnotic or anxiolytic abuse, episodic",9,,
305.43,"Sedative, hypnotic or anxiolytic abuse, in remission",9,,
305.50,"Opioid abuse, unspecified",9,,
305.51,"Opioid abuse, continuous",9,,
305.52,"Opioid abuse, episodic",9,,
305.53,"Opioid abuse, in remission",9,,
305.60,"Cocaine abuse, unspecified",9,,
305.61,"Cocaine abuse, continuous",9,,
305.62,"Cocaine abuse, episodic",9,,
305.63,"Cocaine abuse, in remission",9,,
305.70,"Amphetamine or related acting sympathomimetic abuse, unspecified",9,,
305.71,"Amphetamine or related acting sympathomimetic abuse, continuous",9,,
305.72,"Amphetamine or related acting sympathomimetic abuse, episodic",9,,
305.73,"Amphetamine or related acting sympathomimetic abuse, in remission",9,,
305.80,"Antidepressant type abuse, unspecified",9,,
305.81,"Antidepressant type abuse, continuous",9,,
305.82,"Antidepressant type abuse, episodic",9,,
305.83,"Antidepressant type abuse, in remission",9,,
305.90,"Other, mixed, or unspecified drug abuse, unspecified",9,,
305.91,"Other, mixed, or unspecified drug abuse, continuous",9,,
305.92,"Other, mixed, or unspecified drug abuse, episodic",9,,
305.93,"Other, mixed, or unspecified drug abuse, in remission",9,,
306.50,"Psychogenic genitourinary malfunction, unspecified",9,,
306.51,Psychogenic vaginismus,9,,
306.52,Psychogenic dysmenorrhea,9,,
306.53,Psychogenic dysuria,9,,
306.59,Other genitourinary malfunction arising from mental factors,9,,
307.20,"Tic disorder, unspecified",9,,
307.21,Transient tic disorder,9,,
307.22,Chronic motor or vocal tic disorder,9,,
307.23,Tourette's disorder,9,,
307.40,"Nonorganic sleep disorder, unspecified",9,,
307.41,Transient disorder of initiating or maintaining sleep,9,,
307.42,Persistent disorder of initiating or maintaining sleep,9,,
307.43,Transient disorder of initiating or maintaining wakefulness,9,,
307.44,Persistent disorder of initiating or maintaining wakefulness,9,,
307.45,Circadian rhythm sleep disorder of nonorganic origin,9,,
307.46,Sleep arousal disorder,9,,
307.47,Other dysfunctions of sleep stages or arousal from sleep,9,,
307.48,Repetitive intrusions of sleep,9,,
307.49,Other specific disorders of sleep of nonorganic origin,9,,
307.50,"Eating disorder, unspecified",9,,
307.51,Bulimia nervosa,9,,
307.52,Pica,9,,
307.53,Rumination disorder,9,,
307.54,Psychogenic vomiting,9,,
307.59,Other disorders of eating,9,,
307.80,"Psychogenic pain, site unspecified",9,,
307.81,Tension headache,9,,
307.89,Other pain disorders related to psychological factors,9,,
309.21,Separation anxiety disorder,9,,
309.22,Emancipation disorder of adolescence and early adult life,9,,
309.23,Specific academic or work inhibition,9,,
309.24,Adjustment disorder with anxiety,9,,
309.28,Adjustment disorder with mixed anxiety and depressed mood,9,,
309.29,Other adjustment reactions with predominant disturbance of other emotions,9,,
309.81,Posttraumatic stress disorder,9,,
309.82,Adjustment reaction with physical symptoms,9,,
309.83,Adjustment reaction with withdrawal,9,,
309.89,Other specified adjustment reactions,9,,
310.81,Pseudobulbar affect,9,,
310.89,Other specified nonpsychotic mental disorders following organic brain damage,9,,
312.00,"Undersocialized conduct disorder, aggressive type, unspecified",9,,
312.01,"Undersocialized conduct disorder, aggressive type, mild",9,,
312.02,"Undersocialized conduct disorder, aggressive type, moderate",9,,
312.03,"Undersocialized conduct disorder, aggressive type, severe",9,,
312.10,"Undersocialized conduct disorder, unaggressive type, unspecified",9,,
312.11,"Undersocialized conduct disorder, unaggressive type, mild",9,,
312.12,"Undersocialized conduct disorder, unaggressive type, moderate",9,,
312.13,"Undersocialized conduct disorder, unaggressive type, severe",9,,
312.20,"Socialized conduct disorder, unspecified",9,,
312.21,"Socialized conduct disorder, mild",9,,
312.22,"Socialized conduct disorder, moderate",9,,
312.23,"Socialized conduct disorder, severe",9,,
312.30,"Impulse control disorder, unspecified",9,,
312.31,Pathological gambling,9,,
312.32,Kleptomania,9,,
312.33,Pyromania,9,,
312.34,Intermittent explosive disorder,9,,
312.35,Isolated explosive disorder,9,,
312.39,Other disorders of impulse control,9,,
312.81,"Conduct disorder, childhood onset type",9,,
312.82,"Conduct disorder, adolescent onset type",9,,
312.89,Other conduct disorder,9,,
313.21,Shyness disorder of childhood,9,,
313.22,Introverted disorder of childhood,9,,
313.23,Selective mutism,9,,
313.81,Oppositional defiant disorder,9,,
313.82,Identity disorder of childhood or adolescence,9,,
313.83,Academic underachievement disorder of childhood or adolescence,9,,
313.89,Other emotional disturbances of childhood or adolescence,9,,
314.00,Attention deficit disorder without mention of hyperactivity,9,,
314.01,Attention deficit disorder with hyperactivity,9,,
