CPT_CODE,CPT_LONG_DESCRIPTION,,,
22522,"PERCUTANEOUS VERTEBROPLASTY, ONE VERTEBRAL BODY, UNILATERAL OR BILATERAL INJECTION; EACH ADDITIONAL THORACIC OR LUMBAR VERTEBRAL BODY (LIST SEP",,,
22548,"ARTHRODESIS, ANTERIOR TRANSORAL OR EXTRAORAL TECHNIQUE, CLIVUS-C1-C2 (ATLAS-AXIS), WITH OR WITHOUT EXCISION OF ODONTOID PROCESS",,,
22554,"ARTHRODESIS, ANTERIOR INTERBODY TECHNIQUE, INCLUDING MINIMAL DISKECTOMY TO PREPARE INTERSPACE (OTHER THAN FOR DECOMPRESSION); CERVICAL BELOW C2",,,
22556,"ARTHRODESIS, ANTERIOR INTERBODY TECHNIQUE, INCLUDING MINIMAL DISKECTOMY TO PREPARE INTERSPACE (OTHER THAN FOR DECOMPRESSION); THORACIC",,,
22558,"ARTHRODESIS, ANTERIOR INTERBODY TECHNIQUE, INCLUDING MINIMAL DISKECTOMY TO PREPARE INTERSPACE (OTHER THAN FOR DECOMPRESSION); LUMBAR",,,
22585,"ARTHRODESIS, ANTERIOR INTERBODY TECHNIQUE, INCLUDING MINIMAL DISKECTOMY TO PREPARE INTERSPACE (OTHER THAN FOR DECOMPRESSION); EACH ADDITIONAL I",,,
22590,"ARTHRODESIS, POSTERIOR TECHNIQUE, CRANIOCERVICAL (OCCIPUT-C2)",,,
22595,"ARTHRODESIS, POSTERIOR TECHNIQUE, ATLAS-AXIS (C1-C2)",,,
22600,"ARTHRODESIS, POSTERIOR OR POSTEROLATERAL TECHNIQUE, SINGLE LEVEL; CERVICAL BELOW C2 SEGMENT",,,
22610,"ARTHRODESIS, POSTERIOR OR POSTEROLATERAL TECHNIQUE, SINGLE LEVEL; THORACIC (WITH OR WITHOUT LATERAL TRANSVERSE TECHNIQUE)",,,
22612,"ARTHRODESIS, POSTERIOR OR POSTEROLATERAL TECHNIQUE, SINGLE LEVEL; LUMBAR (WITH OR WITHOUT LATERAL TRANSVERSE TECHNIQUE)",,,
22614,"ARTHRODESIS, POSTERIOR OR POSTEROLATERAL TECHNIQUE, SINGLE LEVEL; EACH ADDITIONAL VERTEBRAL SEGMENT (LIST SEPARATELY IN ADDITION TO CODE FOR PR",,,
22630,"ARTHRODESIS, POSTERIOR INTERBODY TECHNIQUE, INCLUDING LAMINECTOMY AND/OR DISKECTOMY TO PREPARE INTERSPACE (OTHER THAN FOR DECOMPRESSION), SINGL",,,
22632,"ARTHRODESIS, POSTERIOR INTERBODY TECHNIQUE, SINGLE INTERSPACE; EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROC",,,
22800,"ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; UP TO 6 VERTEBRAL SEGMENTS",,,
22802,"ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; 7 TO 12 VERTEBRAL SEGMENTS",,,
22804,"ARTHRODESIS, POSTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; 13 OR MORE VERTEBRAL SEGMENTS",,,
22808,"ARTHRODESIS, ANTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; 2 TO 3 VERTEBRAL SEGMENTS",,,
22810,"ARTHRODESIS, ANTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; 4 TO 7 VERTEBRAL SEGMENTS",,,
22812,"ARTHRODESIS, ANTERIOR, FOR SPINAL DEFORMITY, WITH OR WITHOUT CAST; 8 OR MORE VERTEBRAL SEGMENTS",,,
22818,"KYPHECTOMY, CIRCUMFERENTIAL EXPOSURE OF SPINE AND RESECTION OF VERTEBRAL SEGMENT(S) (INCLUDING BODY AND POSTERIOR ELEMENTS); SINGLE OR 2 SEGMEN",,,
22819,"KYPHECTOMY, CIRCUMFERENTIAL EXPOSURE OF SPINE AND RESECTION OF VERTEBRAL SEGMENT(S) (INCLUDING BODY AND POSTERIOR ELEMENTS); 3 OR MORE SEGMENTS",,,
22830,EXPLORATION OF SPINAL FUSION,,,
22840,POSTERIOR NON-SEGMENTAL INSTRUMENTATION,,,
22841,INTERNAL SPINAL FIXATION BY WIRING OF SPINOUS PROCESSES,,,
22842,"POSTERIOR SEGMENTAL INSTRUMENTATION (EG, PEDICLE FIXATION, DUAL RODS WITH MULTIPLE HOOKS AND SUBLAMINAL WIRES); 3 TO 6 VERTEBRAL SEGMENTS",,,
22843,"POSTERIOR SEGMENTAL INSTRUMENTATION (EG, PEDICLE FIXATION, DUAL RODS WITH MULTIPLE HOOKS AND SUBLAMINAL WIRES); 7 TO 12 VERTEBRAL SEGMENTS",,,
22844,"POSTERIOR SEGMENTAL INSTRUMENTATION (EG, PEDICLE FIXATION, DUAL RODS WITH MULTIPLE HOOKS AND SUBLAMINAL WIRES); 13 OR MORE VERTEBRAL SEGMENTS",,,
22845,ANTERIOR INSTRUMENTATION; 2 TO 3 VERTEBRAL SEGMENTS,,,
22846,ANTERIOR INSTRUMENTATION; 4 TO 7 VERTEBRAL SEGMENTS,,,
22847,ANTERIOR INSTRUMENTATION; 8 OR MORE VERTEBRAL SEGMENTS,,,
22848,PELVIC FIXATION (ATTACHMENT OF CAUDAL END OF INSTRUMENTATION TO PELVIC BONY STRUCTURES) OTHER THAN SACRUM,,,
22849,REINSERTION OF SPINAL FIXATION DEVICE,,,
22850,"REMOVAL OF POSTERIOR NONSEGMENTAL INSTRUMENTATION (EG, HARRINGTON ROD)",,,
22851,"APPLICATION OF INTERVERTEBRAL BIOMECHANICAL DEVICE(S) (EG, SYNTHETIC CAGE(S), THREADED BONE DOWEL(S), METHYLMETHACRYLATE) TO VERTEBRAL DEFECT O",,,
22852,REMOVAL OF POSTERIOR SEGMENTAL INSTRUMENTATION,,,
22855,REMOVAL OF ANTERIOR INSTRUMENTATION,,,
22899,"UNLISTED PROCEDURE, SPINE",,,
22900,"EXCISION, ABDOMINAL WALL TUMOR, SUBFASCIAL (EG, DESMOID)",,,
22999,"UNLISTED PROCEDURE, ABDOMEN, MUSCULOSKELETAL SYSTEM",,,
23000,"REMOVAL OF SUBDELTOID CALCAREOUS DEPOSITS, OPEN",,,
23020,"CAPSULAR CONTRACTURE RELEASE (EG, SEVER TYPE PROCEDURE)",,,
23030,"INCISION AND DRAINAGE, SHOULDER AREA; DEEP ABSCESS OR HEMATOMA",,,
23031,"INCISION AND DRAINAGE, SHOULDER AREA; INFECTED BURSA",,,
23035,"INCISION, BONE CORTEX (EG, OSTEOMYELITIS OR BONE ABSCESS), SHOULDER AREA",,,
23040,"ARTHROTOMY, GLENOHUMERAL JOINT, INCLUDING EXPLORATION, DRAINAGE, OR REMOVAL OF FOREIGN BODY",,,
23044,"ARTHROTOMY, ACROMIOCLAVICULAR, STERNOCLAVICULAR JOINT, INCLUDING EXPLORATION, DRAINAGE, OR REMOVAL OF FOREIGN BODY",,,
23065,"BIOPSY, SOFT TISSUE OF SHOULDER AREA; SUPERFICIAL",,,
23066,"BIOPSY, SOFT TISSUE OF SHOULDER AREA; DEEP",,,
23075,"EXCISION, SOFT TISSUE TUMOR, SHOULDER AREA; SUBCUTANEOUS",,,
23076,"EXCISION, TUMOR, SHOULDER AREA; DEEP, SUBFASCIAL OR INTRAMUSCULAR",,,
23077,"RADICAL RESECTION OF TUMOR (EG, MALIGNANT NEOPLASM), SOFT TISSUE OF SHOULDER AREA",,,
23100,"ARTHROTOMY, GLENOHUMERAL JOINT, INCLUDING BIOPSY",,,
23101,"ARTHROTOMY, ACROMIOCLAVICULAR JOINT OR STERNOCLAVICULAR JOINT, INCLUDING BIOPSY AND/OR EXCISION OF TORN CARTILAGE",,,
23105,"ARTHROTOMY; GLENOHUMERAL JOINT, WITH SYNOVECTOMY, WITH OR WITHOUT BIOPSY",,,
23106,"ARTHROTOMY; STERNOCLAVICULAR JOINT, WITH SYNOVECTOMY, WITH OR WITHOUT BIOPSY",,,
23107,"ARTHROTOMY, GLENOHUMERAL JOINT, WITH JOINT EXPLORATION, WITH OR WITHOUT REMOVAL OF LOOSE OR FOREIGN BODY",,,
23120,CLAVICULECTOMY; PARTIAL,,,
23125,CLAVICULECTOMY; TOTAL,,,
23130,"ACROMIOPLASTY OR ACROMIONECTOMY, PARTIAL, WITH OR WITHOUT CORACOACROMIAL LIGAMENT RELEASE",,,
23140,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF CLAVICLE OR SCAPULA;,,,
23145,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF CLAVICLE OR SCAPULA; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT),,,
23146,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF CLAVICLE OR SCAPULA; WITH ALLOGRAFT,,,
23150,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL HUMERUS;,,,
23155,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL HUMERUS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT),,,
23156,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF PROXIMAL HUMERUS; WITH ALLOGRAFT,,,
23170,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), CLAVICLE",,,
23172,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), SCAPULA",,,
23174,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), HUMERAL HEAD TO SURGICAL NECK",,,
23180,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS), CLAVICLE",,,
23182,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS), SCAPULA",,,
23184,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS), PROXIMAL HUMERUS",,,
23190,"OSTECTOMY OF SCAPULA, PARTIAL (EG, SUPERIOR MEDIAL ANGLE)",,,
23195,RESECTION HUMERAL HEAD,,,
23200,RADICAL RESECTION FOR TUMOR; CLAVICLE,,,
23210,RADICAL RESECTION FOR TUMOR; SCAPULA,,,
23220,"RADICAL RESECTION OF BONE TUMOR, PROXIMAL HUMERUS",,,
23221,"RADICAL RESECTION FOR TUMOR, PROXIMAL HUMERUS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
23222,"RADICAL RESECTION FOR TUMOR, PROXIMAL HUMERUS; WITH PROSTHETIC REPLACEMENT",,,
23330,"REMOVAL OF FOREIGN BODY, SHOULDER; SUBCUTANEOUS",,,
23331,"REMOVAL OF FOREIGN BODY, SHOULDER; DEEP (EG, NEER HEMIARTHROPLASTY REMOVAL)",,,
23332,"REMOVAL OF FOREIGN BODY, SHOULDER; COMPLICATED (EG, TOTAL SHOULDER)",,,
23350,INJECTION PROCEDURE FOR SHOULDER ARTHROGRAPHY OR ENHANCED CT/MRI SHOULDER ARTHROGRAPHY,,,
23395,"MUSCLE TRANSFER, ANY TYPE, SHOULDER OR UPPER ARM; SINGLE",,,
23397,"MUSCLE TRANSFER, ANY TYPE, SHOULDER OR UPPER ARM; MULTIPLE",,,
23400,"SCAPULOPEXY (EG, SPRENGEL'S DEFORMITY OR FOR PARALYSIS)",,,
23405,"TENOTOMY, SHOULDER AREA; SINGLE TENDON",,,
23406,"TENOTOMY, SHOULDER AREA; MULTIPLE TENDONS THROUGH SAME INCISION",,,
23410,"REPAIR OF RUPTURED MUSCULOTENDINOUS CUFF (EG, ROTATOR CUFF) OPEN; ACUTE",,,
23412,"REPAIR OF RUPTURED MUSCULOTENDINOUS CUFF (EG, ROTATOR CUFF) OPEN; CHRONIC",,,
23415,"CORACOACROMIAL LIGAMENT RELEASE, WITH OR WITHOUT ACROMIOPLASTY",,,
23420,"RECONSTRUCTION OF COMPLETE SHOULDER (ROTATOR) CUFF AVULSION, CHRONIC (INCLUDES ACROMIOPLASTY)",,,
23430,TENODESIS OF LONG TENDON OF BICEPS,,,
23440,RESECTION OR TRANSPLANTATION OF LONG TENDON OF BICEPS,,,
23450,"CAPSULORRHAPHY, ANTERIOR; PUTTI-PLATT PROCEDURE OR MAGNUSON TYPE OPERATION",,,
23455,"CAPSULORRHAPHY, ANTERIOR; WITH LABRAL REPAIR (EG, BANKART PROCEDURE)",,,
23460,"CAPSULORRHAPHY, ANTERIOR, ANY TYPE; WITH BONE BLOCK",,,
23462,"CAPSULORRHAPHY, ANTERIOR, ANY TYPE; WITH CORACOID PROCESS TRANSFER",,,
23465,"CAPSULORRHAPHY, GLENOHUMERAL JOINT, POSTERIOR, WITH OR WITHOUT BONE BLOCK",,,
23466,"CAPSULORRHAPHY, GLENOHUMERAL JOINT, ANY TYPE MULTI-DIRECTIONAL INSTABILITY",,,
23470,"ARTHROPLASTY, GLENOHUMERAL JOINT; HEMIARTHROPLASTY",,,
23472,"ARTHROPLASTY, GLENOHUMERAL JOINT; TOTAL SHOULDER (GLENOID AND PROXIMAL HUMERAL REPLACEMENT (EG, TOTAL SHOULDER))",,,
23480,"OSTEOTOMY, CLAVICLE, WITH OR WITHOUT INTERNAL FIXATION;",,,
23485,"OSTEOTOMY, CLAVICLE, WITH OR WITHOUT INTERNAL FIXATION; WITH BONE GRAFT FOR NONUNION OR MALUNION (INCLUDES OBTAINING GRAFT AND/OR NECESSARY FIX",,,
23490,"PROPHYLACTIC TREATMENT (NAILING, PINNING, PLATING OR WIRING) WITH OR WITHOUT METHYLMETHACRYLATE; CLAVICLE",,,
23491,"PROPHYLACTIC TREATMENT (NAILING, PINNING, PLATING OR WIRING) WITH OR WITHOUT METHYLMETHACRYLATE; PROXIMAL HUMERUS",,,
23500,CLOSED TREATMENT OF CLAVICULAR FRACTURE; WITHOUT MANIPULATION,,,
23505,CLOSED TREATMENT OF CLAVICULAR FRACTURE; WITH MANIPULATION,,,
23515,"OPEN TREATMENT OF CLAVICULAR FRACTURE, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION",,,
23520,CLOSED TREATMENT OF STERNOCLAVICULAR DISLOCATION; WITHOUT MANIPULATION,,,
23525,CLOSED TREATMENT OF STERNOCLAVICULAR DISLOCATION; WITH MANIPULATION,,,
23530,"OPEN TREATMENT OF STERNOCLAVICULAR DISLOCATION, ACUTE OR CHRONIC;",,,
23532,"OPEN TREATMENT OF STERNOCLAVICULAR DISLOCATION, ACUTE OR CHRONIC; WITH FASCIAL GRAFT (INCLUDES OBTAINING GRAFT)",,,
23540,CLOSED TREATMENT OF ACROMIOCLAVICULAR DISLOCATION; WITHOUT MANIPULATION,,,
23545,CLOSED TREATMENT OF ACROMIOCLAVICULAR DISLOCATION; WITH MANIPULATION,,,
23550,"OPEN TREATMENT OF ACROMIOCLAVICULAR DISLOCATION, ACUTE OR CHRONIC;",,,
23552,"OPEN TREATMENT OF ACROMIOCLAVICULAR DISLOCATION, ACUTE OR CHRONIC; WITH FASCIAL GRAFT (INCLUDES OBTAINING GRAFT)",,,
23570,CLOSED TREATMENT OF SCAPULAR FRACTURE; WITHOUT MANIPULATION,,,
23575,"CLOSED TREATMENT OF SCAPULAR FRACTURE; WITH MANIPULATION, WITH OR WITHOUT SKELETAL TRACTION (WITH OR WITHOUT SHOULDER JOINT INVOLVEMENT)",,,
23585,"OPEN TREATMENT OF SCAPULAR FRACTURE (BODY, GLENOID OR ACROMION) WITH OR WITHOUT INTERNAL FIXATION",,,
23600,CLOSED TREATMENT OF PROXIMAL HUMERAL (SURGICAL OR ANATOMICAL NECK) FRACTURE; WITHOUT MANIPULATION,,,
23605,"CLOSED TREATMENT OF PROXIMAL HUMERAL (SURGICAL OR ANATOMICAL NECK) FRACTURE; WITH MANIPULATION, WITH OR WITHOUT SKELETAL TRACTION",,,
23615,"OPEN TREATMENT OF PROXIMAL HUMERAL (SURGICAL OR ANATOMICAL NECK) FRACTURE, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION, WITH OR WITHOUT REPAI",,,
23616,"OPEN TREATMENT OF PROXIMAL HUMERAL (SURGICAL OR ANATOMICAL NECK) FRACTURE, WITH OR W/O INTERNAL/EXTERNAL FIXATION, WITH OR W/O REPAIR OF TUBERO",,,
23620,CLOSED TREATMENT OF GREATER HUMERAL TUBEROSITY FRACTURE; WITHOUT MANIPULATION,,,
23625,CLOSED TREATMENT OF GREATER TUBEROSITY FRACTURE; WITH MANIPULATION,,,
23630,"OPEN TREATMENT OF GREATER HUMERAL TUBEROSITY FRACTURE, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION",,,
23650,"CLOSED TREATMENT OF SHOULDER DISLOCATION, WITH MANIPULATION; WITHOUT ANESTHESIA",,,
23655,"CLOSED TREATMENT OF SHOULDER DISLOCATION, WITH MANIPULATION; REQUIRING ANESTHESIA",,,
23660,OPEN TREATMENT OF ACUTE SHOULDER DISLOCATION,,,
23665,"CLOSED TREATMENT OF SHOULDER DISLOCATION, WITH FRACTURE OF GREATER HUMERAL TUBEROSITY, WITH MANIPULATION",,,
23670,"OPEN TREATMENT OF SHOULDER DISLOCATION, WITH FRACTURE OF GREATER HUMERAL TUBEROSITY, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION",,,
23675,"CLOSED TREATMENT OF SHOULDER DISLOCATION, WITH SURGICAL OR ANATOMICAL NECK FRACTURE, WITH MANIPULATION",,,
23680,"OPEN TREATMENT OF SHOULDER DISLOCATION, WITH SURGICAL OR ANATOMICAL NECK FRACTURE, WITH OR WITHOUT INTERNAL OR EXTERNAL FIXATION",,,
23700,"MANIPULATION UNDER ANESTHESIA, SHOULDER JOINT, INCLUDING APPLICATION OF FIXATION APPARATUS (DISLOCATION EXCLUDED)",,,
23800,"ARTHRODESIS, GLENOHUMERAL JOINT",,,
23802,"ARTHRODESIS, GLENOHUMERAL JOINT; WITH AUTOGENOUS GRAFT (INCLUDES OBTAINING GRAFT)",,,
23900,INTERTHORACOSCAPULAR AMPUTATION (FOREQUARTER),,,
23920,DISARTICULATION OF SHOULDER;,,,
23921,DISARTICULATION OF SHOULDER; SECONDARY CLOSURE OR SCAR REVISION,,,
23929,"UNLISTED PROCEDURE, SHOULDER",,,
23930,"INCISION AND DRAINAGE, UPPER ARM OR ELBOW AREA; DEEP ABSCESS OR HEMATOMA",,,
23931,"INCISION AND DRAINAGE, UPPER ARM OR ELBOW AREA; BURSA",,,
23935,"INCISION, DEEP, WITH OPENING OF BONE CORTEX (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), HUMERUS OR ELBOW",,,
24000,"ARTHROTOMY, ELBOW, INCLUDING EXPLORATION, DRAINAGE, OR REMOVAL OF FOREIGN BODY",,,
24006,"ARTHROTOMY OF THE ELBOW, WITH CAPSULAR EXCISION FOR CAPSULAR RELEASE (SEPARATE PROCEDURE)",,,
24065,"BIOPSY, SOFT TISSUE OF UPPER ARM OR ELBOW AREA; SUPERFICIAL",,,
24066,"BIOPSY, SOFT TISSUE OF UPPER ARM OR ELBOW AREA; DEEP (SUBFASCIAL OR INTRAMUSCULAR)",,,
24075,"EXCISION, TUMOR, SOFT TISSUE OF UPPER ARM OR ELBOW AREA; SUBCUTANEOUS",,,
24076,"EXCISION, TUMOR, SOFT TISSUE OF UPPER ARM OR ELBOW AREA; DEEP",,,
24077,"RADICAL RESECTION OF TUMOR (EG, MALIGNANT NEOPLASM), SOFT TISSUE OF UPPER ARM OR ELBOW AREA",,,
24100,"ARTHROTOMY, ELBOW; WITH SYNOVIAL BIOPSY ONLY",,,
24101,"ARTHROTOMY, ELBOW; WITH JOINT EXPLORATION, WITH OR WITHOUT BIOPSY, WITH OR WITHOUT REMOVAL OF LOOSE OR FOREIGN BODY",,,
24102,"ARTHROTOMY, ELBOW; WITH SYNOVECTOMY",,,
24105,"EXCISION, OLECRANON BURSA",,,
24110,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, HUMERUS;",,,
24115,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, HUMERUS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
24116,"EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR, HUMERUS; WITH ALLOGRAFT",,,
24120,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF HEAD OR NECK OF RADIUS OR OLECRANON PROCESS,,,
24125,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF HEAD OR NECK OF RADIUS OR OLECRANON PROCESS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT),,,
24126,EXCISION OR CURETTAGE OF BONE CYST OR BENIGN TUMOR OF HEAD OR NECK OF RADIUS OR OLECRANON PROCESS; WITH ALLOGRAFT,,,
24130,"EXCISION, RADIAL HEAD",,,
24134,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), SHAFT OR DISTAL HUMERUS",,,
24136,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), RADIAL HEAD OR NECK",,,
24138,"SEQUESTRECTOMY (EG, FOR OSTEOMYELITIS OR BONE ABSCESS), OLECRANON PROCESS",,,
24140,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS), HUMERUS",,,
24145,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS), RADIAL HEAD OR NECK",,,
24147,"PARTIAL EXCISION (CRATERIZATION, SAUCERIZATION, OR DIAPHYSECTOMY) BONE (EG, OSTEOMYELITIS), OLECRANON PROCESS",,,
24149,"RADICAL RESECTION OF CAPSULE, SOFT TISSUE, AND HETEROTOPIC BONE, ELBOW, WITH CONTRACTURE RELEASE (SEPARATE PROCEDURE)",,,
24150,"RADICAL RESECTION FOR TUMOR, SHAFT OR DISTAL HUMERUS;",,,
24151,"RADICAL RESECTION FOR TUMOR, SHAFT OR DISTAL HUMERUS; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
24152,"RADICAL RESECTION FOR TUMOR, RADIAL HEAD OR NECK;",,,
24153,"RADICAL RESECTION FOR TUMOR, RADIAL HEAD OR NECK; WITH AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
24155,RESECTION OF ELBOW JOINT (ARTHRECTOMY),,,
24160,IMPLANT REMOVAL; ELBOW JOINT,,,
24164,IMPLANT REMOVAL; RADIAL HEAD,,,
24200,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA; SUBCUTANEOUS",,,
24201,"REMOVAL OF FOREIGN BODY, UPPER ARM OR ELBOW AREA; DEEP (SUBFASCIAL OR INTRAMUSCULAR)",,,
24220,INJECTION PROCEDURE FOR ELBOW ARTHROGRAPHY,,,
24300,"MANIPULATION, ELBOW, UNDER ANESTHESIA",,,
24301,"MUSCLE OR TENDON TRANSFER, ANY TYPE, UPPER ARM OR ELBOW, SINGLE (EXCLUDING 24320-24331)",,,
24305,"TENDON LENGTHENING, UPPER ARM OR ELBOW, EACH TENDON",,,
24310,"TENOTOMY, OPEN, ELBOW TO SHOULDER, EACH TENDON",,,
24320,"TENOPLASTY, WITH MUSCLE TRANSFER, WITH OR WITHOUT FREE GRAFT, ELBOW TO SHOULDER, SINGLE (SEDDON-BROOKES TYPE PROCEDURE)",,,
24330,"FLEXOR-PLASTY, ELBOW (EG, STEINDLER TYPE ADVANCEMENT);",,,
24331,"FLEXOR-PLASTY, ELBOW (EG, STEINDLER TYPE ADVANCEMENT); WITH EXTENSOR ADVANCEMENT",,,
24332,"TENOLYSIS, TRICEPS",,,
24340,TENODESIS OF BICEPS TENDON AT ELBOW (SEPARATE PROCEDURE),,,
24341,"REPAIR, TENDON OR MUSCLE, UPPER ARM OR ELBOW, EACH TENDON OR MUSCLE, PRIMARY OR SECONDARY (EXCLUDES ROTATOR CUFF)",,,
24342,"REINSERTION OF RUPTURED BICEPS OR TRICEPS TENDON, DISTAL, WITH OR WITHOUT TENDON GRAFT",,,
24343,"REPAIR LATERAL COLLATERAL LIGAMENT, ELBOW, WITH LOCAL TISSUE",,,
24344,"RECONSTRUCTION LATERAL COLLATERAL LIGAMENT, ELBOW, WITH TENDON GRAFT (INCLUDES HARVESTING OF GRAFT)",,,
24345,"REPAIR MEDIAL COLLATERAL LIGAMENT, ELBOW, WITH LOCAL TISSUE",,,
24346,"RECONSTRUCTION MEDIAL COLLATERAL LIGAMENT, ELBOW, WITH TENDON GRAFT (INCLUDES HARVESTING OF GRAFT)",,,
24350,"FASCIOTOMY, LATERAL OR MEDIAL (EG, ""TENNIS ELBOW"" OR EPICONDYLITIS);",,,
24351,"FASCIOTOMY, LATERAL OR MEDIAL (EG, ""TENNIS ELBOW"" OR EPICONDYLITIS); WITH EXTENSOR ORIGIN DETACHMENT",,,
24352,"FASCIOTOMY, LATERAL OR MEDIAL (EG, ""TENNIS ELBOW"" OR EPICONDYLITIS); WITH ANNULAR LIGAMENT RESECTION",,,
24354,"FASCIOTOMY, LATERAL OR MEDIAL (EG, ""TENNIS ELBOW"" OR EPICONDYLITIS); WITH STRIPPING",,,
24356,"FASCIOTOMY, LATERAL OR MEDIAL (EG, ""TENNIS ELBOW"" OR EPICONDYLITIS); WITH PARTIAL OSTECTOMY",,,
24360,"ARTHROPLASTY, ELBOW; WITH MEMBRANE (EG, FASCIAL)",,,
24361,"ARTHROPLASTY, ELBOW; WITH DISTAL HUMERAL PROSTHETIC REPLACEMENT",,,
24362,"ARTHROPLASTY, ELBOW; WITH IMPLANT AND FASCIA LATA LIGAMENT RECONSTRUCTION",,,
24363,"ARTHROPLASTY, ELBOW; WITH DISTAL HUMERUS AND PROXIMAL ULNAR PROSTHETIC REPLACEMENT (EG, TOTAL ELBOW) HEMIEPIPHYSEAL ARREST (EG, CUBITUS VARUS O",,,
24365,"ARTHROPLASTY, RADIAL HEAD;",,,
24366,"ARTHROPLASTY, RADIAL HEAD; WITH IMPLANT",,,
24400,"OSTEOTOMY, HUMERUS, WITH OR WITHOUT INTERNAL FIXATION",,,
24410,"MULTIPLE OSTEOTOMIES WITH REALIGNMENT ON INTRAMEDULLARY ROD, HUMERAL SHAFT (SOFIELD TYPE PROCEDURE)",,,
24420,"OSTEOPLASTY, HUMERUS (EG, SHORTENING OR LENGTHENING) (EXCLUDING 64876)",,,
24430,"REPAIR OF NONUNION OR MALUNION, HUMERUS; WITHOUT GRAFT (EG, COMPRESSION TECHNIQUE)",,,
24435,"REPAIR OF NONUNION OR MALUNION, HUMERUS; WITH ILIAC OR OTHER AUTOGRAFT (INCLUDES OBTAINING GRAFT)",,,
24470,"HEMIEPIPHYSEAL ARREST (EG, FOR CUBITUS VARUS OR VALGUS, DISTAL HUMERUS)",,,
24495,"DECOMPRESSION FASCIOTOMY, FOREARM, WITH BRACHIAL ARTERY EXPLORATION",,,
24498,"PROPHYLACTIC TREATMENT (NAILING, PINNING, PLATING OR WIRING), WITH OR WITHOUT METHYLMETHACRYLATE, HUMERAL SHAFT",,,
24500,CLOSED TREATMENT OF HUMERAL SHAFT FRACTURE; WITHOUT MANIPULATION,,,
24505,"CLOSED TREATMENT OF HUMERAL SHAFT FRACTURE; WITH MANIPULATION, WITH OR WITHOUT SKELETAL TRACTION",,,
24515,"OPEN TREATMENT OF HUMERAL SHAFT FRACTURE WITH PLATE/SCREWS, WITH OR WITHOUT CERCLAGE",,,
